model,entity_type,tag,layer,true_class,pred_class,n,n_true_total,rate
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,nitrogen,sulfur,16,240,0.066667
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,sulfur,hydrocarbon,11,200,0.055
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,oxygen,hydrocarbon,10,280,0.035714
phenixace-Chem-R-Faithful,functional_group,coarse_group,3,oxygen,sulfur,2,280,0.007143
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,sulfur,oxygen,60,200,0.3
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,nitrogen,oxygen,52,240,0.216667
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,nitrogen,halide,40,240,0.166667
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,oxygen,halide,30,280,0.107143
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,oxygen,nitrogen,22,280,0.078571
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,sulfur,nitrogen,22,200,0.11
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,sulfur,halide,18,200,0.09
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,nitrogen,sulfur,15,240,0.0625
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,sulfur,hydrocarbon,13,200,0.065
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,oxygen,hydrocarbon,6,280,0.021429
phenixace-Chem-R-Faithful,functional_group,coarse_group,4,oxygen,sulfur,4,280,0.014286
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,nitrogen,oxygen,74,240,0.308333
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,sulfur,oxygen,43,200,0.215
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,sulfur,nitrogen,41,200,0.205
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,nitrogen,halide,40,240,0.166667
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,oxygen,halide,30,280,0.107143
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,sulfur,halide,24,200,0.12
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,oxygen,nitrogen,18,280,0.064286
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,nitrogen,sulfur,9,240,0.0375
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,oxygen,hydrocarbon,8,280,0.028571
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,sulfur,hydrocarbon,3,200,0.015
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,nitrogen,hydrocarbon,1,240,0.004167
phenixace-Chem-R-Faithful,functional_group,coarse_group,5,oxygen,sulfur,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,nitrogen,oxygen,78,240,0.325
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,sulfur,oxygen,63,200,0.315
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,nitrogen,halide,40,240,0.166667
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,oxygen,halide,30,280,0.107143
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,sulfur,halide,25,200,0.125
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,oxygen,nitrogen,14,280,0.05
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,sulfur,nitrogen,13,200,0.065
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,oxygen,hydrocarbon,8,280,0.028571
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,nitrogen,sulfur,4,240,0.016667
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,oxygen,sulfur,2,280,0.007143
phenixace-Chem-R-Faithful,functional_group,coarse_group,6,sulfur,hydrocarbon,2,200,0.01
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,nitrogen,oxygen,95,240,0.395833
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,sulfur,oxygen,75,200,0.375
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,nitrogen,halide,38,240,0.158333
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,oxygen,halide,30,280,0.107143
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,sulfur,halide,26,200,0.13
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,oxygen,nitrogen,19,280,0.067857
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,oxygen,sulfur,8,280,0.028571
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,sulfur,nitrogen,8,200,0.04
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,nitrogen,sulfur,5,240,0.020833
phenixace-Chem-R-Faithful,functional_group,coarse_group,7,oxygen,hydrocarbon,2,280,0.007143
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,sulfur,oxygen,82,200,0.41
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,nitrogen,oxygen,79,240,0.329167
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,nitrogen,halide,42,240,0.175
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,oxygen,halide,28,280,0.1
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,nitrogen,sulfur,21,240,0.0875
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,sulfur,halide,20,200,0.1
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,oxygen,sulfur,11,280,0.039286
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,oxygen,nitrogen,8,280,0.028571
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,sulfur,nitrogen,8,200,0.04
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,nitrogen,hydrocarbon,1,240,0.004167
phenixace-Chem-R-Faithful,functional_group,coarse_group,8,oxygen,hydrocarbon,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,sulfur,oxygen,82,200,0.41
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,nitrogen,oxygen,73,240,0.304167
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,nitrogen,halide,40,240,0.166667
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,oxygen,halide,29,280,0.103571
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,sulfur,halide,17,200,0.085
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,nitrogen,sulfur,15,240,0.0625
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,oxygen,nitrogen,14,280,0.05
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,sulfur,nitrogen,11,200,0.055
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,oxygen,sulfur,7,280,0.025
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,oxygen,hydrocarbon,3,280,0.010714
phenixace-Chem-R-Faithful,functional_group,coarse_group,9,halide,sulfur,1,160,0.00625
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,sulfur,oxygen,73,200,0.365
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,nitrogen,oxygen,53,240,0.220833
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,nitrogen,halide,36,240,0.15
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,oxygen,halide,24,280,0.085714
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,nitrogen,sulfur,23,240,0.095833
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,sulfur,halide,21,200,0.105
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,oxygen,nitrogen,13,280,0.046429
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,sulfur,nitrogen,13,200,0.065
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,oxygen,sulfur,11,280,0.039286
phenixace-Chem-R-Faithful,functional_group,coarse_group,10,oxygen,hydrocarbon,3,280,0.010714
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,nitrogen,oxygen,58,240,0.241667
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,sulfur,oxygen,39,200,0.195
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,nitrogen,halide,37,240,0.154167
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,sulfur,halide,34,200,0.17
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,oxygen,halide,26,280,0.092857
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,nitrogen,sulfur,11,240,0.045833
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,oxygen,nitrogen,10,280,0.035714
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,sulfur,nitrogen,10,200,0.05
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,oxygen,sulfur,9,280,0.032143
phenixace-Chem-R-Faithful,functional_group,coarse_group,11,oxygen,hydrocarbon,3,280,0.010714
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,nitrogen,oxygen,75,240,0.3125
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,sulfur,oxygen,40,200,0.2
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,nitrogen,halide,38,240,0.158333
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,sulfur,halide,36,200,0.18
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,oxygen,halide,25,280,0.089286
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,oxygen,sulfur,11,280,0.039286
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,oxygen,nitrogen,9,280,0.032143
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,sulfur,nitrogen,8,200,0.04
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,oxygen,hydrocarbon,2,280,0.007143
phenixace-Chem-R-Faithful,functional_group,coarse_group,12,nitrogen,sulfur,1,240,0.004167
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,nitrogen,oxygen,89,240,0.370833
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,nitrogen,halide,30,240,0.125
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,sulfur,halide,30,200,0.15
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,sulfur,oxygen,29,200,0.145
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,oxygen,sulfur,21,280,0.075
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,sulfur,nitrogen,20,200,0.1
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,oxygen,halide,19,280,0.067857
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,oxygen,nitrogen,16,280,0.057143
phenixace-Chem-R-Faithful,functional_group,coarse_group,13,nitrogen,sulfur,3,240,0.0125
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,nitrogen,oxygen,79,240,0.329167
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,sulfur,nitrogen,26,200,0.13
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,oxygen,sulfur,25,280,0.089286
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,sulfur,oxygen,24,200,0.12
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,sulfur,halide,21,200,0.105
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,nitrogen,halide,20,240,0.083333
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,oxygen,nitrogen,20,280,0.071429
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,oxygen,halide,13,280,0.046429
phenixace-Chem-R-Faithful,functional_group,coarse_group,14,nitrogen,sulfur,10,240,0.041667
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,nitrogen,sulfur,41,240,0.170833
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,nitrogen,halide,38,240,0.158333
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,sulfur,halide,31,200,0.155
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,oxygen,nitrogen,30,280,0.107143
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,oxygen,sulfur,27,280,0.096429
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,sulfur,nitrogen,25,200,0.125
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,nitrogen,oxygen,14,240,0.058333
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,oxygen,halide,13,280,0.046429
phenixace-Chem-R-Faithful,functional_group,coarse_group,15,sulfur,oxygen,11,200,0.055
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,nitrogen,halide,39,240,0.1625
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,oxygen,halide,24,280,0.085714
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,sulfur,halide,24,200,0.12
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,sulfur,nitrogen,22,200,0.11
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,oxygen,nitrogen,16,280,0.057143
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,nitrogen,oxygen,11,240,0.045833
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,sulfur,oxygen,9,200,0.045
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,oxygen,sulfur,3,280,0.010714
phenixace-Chem-R-Faithful,functional_group,coarse_group,16,nitrogen,sulfur,1,240,0.004167
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,nitrogen,halide,35,240,0.145833
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,oxygen,nitrogen,27,280,0.096429
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,oxygen,halide,25,280,0.089286
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,sulfur,halide,17,200,0.085
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,oxygen,sulfur,11,280,0.039286
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,nitrogen,oxygen,9,240,0.0375
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,nitrogen,sulfur,3,240,0.0125
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,sulfur,hydrocarbon,3,200,0.015
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,sulfur,nitrogen,3,200,0.015
phenixace-Chem-R-Faithful,functional_group,coarse_group,17,sulfur,oxygen,1,200,0.005
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,nitrogen,halide,9,240,0.0375
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,sulfur,halide,5,200,0.025
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,oxygen,nitrogen,4,280,0.014286
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,oxygen,sulfur,4,280,0.014286
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,sulfur,hydrocarbon,4,200,0.02
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,sulfur,oxygen,2,200,0.01
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,nitrogen,oxygen,1,240,0.004167
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,nitrogen,sulfur,1,240,0.004167
phenixace-Chem-R-Faithful,functional_group,coarse_group,18,oxygen,halide,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,19,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,19,oxygen,nitrogen,5,280,0.017857
phenixace-Chem-R-Faithful,functional_group,coarse_group,19,nitrogen,halide,2,240,0.008333
phenixace-Chem-R-Faithful,functional_group,coarse_group,19,sulfur,halide,2,200,0.01
phenixace-Chem-R-Faithful,functional_group,coarse_group,19,oxygen,sulfur,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,20,oxygen,nitrogen,8,280,0.028571
phenixace-Chem-R-Faithful,functional_group,coarse_group,20,nitrogen,halide,7,240,0.029167
phenixace-Chem-R-Faithful,functional_group,coarse_group,20,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,20,sulfur,halide,2,200,0.01
phenixace-Chem-R-Faithful,functional_group,coarse_group,20,oxygen,sulfur,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,21,nitrogen,halide,19,240,0.079167
phenixace-Chem-R-Faithful,functional_group,coarse_group,21,oxygen,nitrogen,7,280,0.025
phenixace-Chem-R-Faithful,functional_group,coarse_group,21,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,21,oxygen,hydrocarbon,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,22,nitrogen,oxygen,12,240,0.05
phenixace-Chem-R-Faithful,functional_group,coarse_group,22,nitrogen,halide,11,240,0.045833
phenixace-Chem-R-Faithful,functional_group,coarse_group,22,oxygen,nitrogen,7,280,0.025
phenixace-Chem-R-Faithful,functional_group,coarse_group,22,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,22,oxygen,halide,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,22,oxygen,hydrocarbon,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,23,nitrogen,halide,16,240,0.066667
phenixace-Chem-R-Faithful,functional_group,coarse_group,23,nitrogen,oxygen,11,240,0.045833
phenixace-Chem-R-Faithful,functional_group,coarse_group,23,oxygen,nitrogen,7,280,0.025
phenixace-Chem-R-Faithful,functional_group,coarse_group,23,sulfur,hydrocarbon,7,200,0.035
phenixace-Chem-R-Faithful,functional_group,coarse_group,24,nitrogen,oxygen,18,240,0.075
phenixace-Chem-R-Faithful,functional_group,coarse_group,24,nitrogen,halide,17,240,0.070833
phenixace-Chem-R-Faithful,functional_group,coarse_group,24,oxygen,nitrogen,7,280,0.025
phenixace-Chem-R-Faithful,functional_group,coarse_group,24,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,25,nitrogen,oxygen,30,240,0.125
phenixace-Chem-R-Faithful,functional_group,coarse_group,25,nitrogen,halide,12,240,0.05
phenixace-Chem-R-Faithful,functional_group,coarse_group,25,oxygen,nitrogen,12,280,0.042857
phenixace-Chem-R-Faithful,functional_group,coarse_group,25,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,26,nitrogen,oxygen,47,240,0.195833
phenixace-Chem-R-Faithful,functional_group,coarse_group,26,oxygen,nitrogen,15,280,0.053571
phenixace-Chem-R-Faithful,functional_group,coarse_group,26,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,26,nitrogen,halide,3,240,0.0125
phenixace-Chem-R-Faithful,functional_group,coarse_group,26,oxygen,halide,2,280,0.007143
phenixace-Chem-R-Faithful,functional_group,coarse_group,26,oxygen,hydrocarbon,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,26,sulfur,oxygen,1,200,0.005
phenixace-Chem-R-Faithful,functional_group,coarse_group,27,nitrogen,oxygen,48,240,0.2
phenixace-Chem-R-Faithful,functional_group,coarse_group,27,oxygen,nitrogen,18,280,0.064286
phenixace-Chem-R-Faithful,functional_group,coarse_group,27,nitrogen,halide,7,240,0.029167
phenixace-Chem-R-Faithful,functional_group,coarse_group,27,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,27,oxygen,hydrocarbon,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,27,sulfur,oxygen,1,200,0.005
phenixace-Chem-R-Faithful,functional_group,coarse_group,28,nitrogen,oxygen,52,240,0.216667
phenixace-Chem-R-Faithful,functional_group,coarse_group,28,oxygen,nitrogen,6,280,0.021429
phenixace-Chem-R-Faithful,functional_group,coarse_group,28,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,28,nitrogen,halide,2,240,0.008333
phenixace-Chem-R-Faithful,functional_group,coarse_group,28,oxygen,halide,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,28,oxygen,hydrocarbon,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,28,sulfur,oxygen,1,200,0.005
phenixace-Chem-R-Faithful,functional_group,coarse_group,29,nitrogen,oxygen,65,240,0.270833
phenixace-Chem-R-Faithful,functional_group,coarse_group,29,oxygen,halide,6,280,0.021429
phenixace-Chem-R-Faithful,functional_group,coarse_group,29,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,29,oxygen,nitrogen,5,280,0.017857
phenixace-Chem-R-Faithful,functional_group,coarse_group,29,sulfur,oxygen,2,200,0.01
phenixace-Chem-R-Faithful,functional_group,coarse_group,29,oxygen,hydrocarbon,1,280,0.003571
phenixace-Chem-R-Faithful,functional_group,coarse_group,29,sulfur,halide,1,200,0.005
phenixace-Chem-R-Faithful,functional_group,coarse_group,30,nitrogen,oxygen,44,240,0.183333
phenixace-Chem-R-Faithful,functional_group,coarse_group,30,sulfur,hydrocarbon,6,200,0.03
phenixace-Chem-R-Faithful,functional_group,coarse_group,30,oxygen,halide,5,280,0.017857
phenixace-Chem-R-Faithful,functional_group,coarse_group,30,oxygen,nitrogen,5,280,0.017857
phenixace-Chem-R-Faithful,functional_group,coarse_group,30,sulfur,oxygen,2,200,0.01
phenixace-Chem-R-Faithful,functional_group,coarse_group,30,sulfur,halide,1,200,0.005
phenixace-Chem-R-Faithful,functional_group,coarse_group,31,nitrogen,oxygen,20,240,0.083333
phenixace-Chem-R-Faithful,functional_group,coarse_group,31,oxygen,nitrogen,5,280,0.017857
phenixace-Chem-R-Faithful,functional_group,coarse_group,31,sulfur,hydrocarbon,5,200,0.025
phenixace-Chem-R-Faithful,functional_group,coarse_group,31,oxygen,halide,4,280,0.014286
phenixace-Chem-R-Faithful,functional_group,coarse_group,31,sulfur,oxygen,1,200,0.005
