model,entity_type,layer,group_a,group_b,cosine_sim,same_naming,same_reactivity
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,ether,0.390694,1,0
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,imine,0.620389,0,0
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,ketone,0.660428,1,1
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,nitrile,0.574826,0,0
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,nitro,0.443776,0,0
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,sulfone,0.383449,0,0
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,sulfoxide,0.481211,0,0
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,thioether,0.369935,0,0
phenixace-Chem-R-Faithful,functional_group,24,aldehyde,thiol,0.407924,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,alkyl chloride,0.812824,1,1
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,alkyl fluoride,0.710028,1,1
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,alkyl iodide,0.782356,1,1
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,amide,0.293003,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,amine,0.38062,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,carboxylic acid,0.308109,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,ester,0.312181,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,ether,0.474345,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,imine,0.325599,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,ketone,0.220116,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,nitrile,0.410496,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,nitro,0.498929,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,sulfone,0.399539,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,sulfoxide,0.419267,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,thioether,0.606625,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl bromide,thiol,0.502397,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,alkyl fluoride,0.771233,1,1
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,alkyl iodide,0.776963,1,1
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,amide,0.279677,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,amine,0.408219,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,carboxylic acid,0.2885,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,ester,0.285799,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,ether,0.474434,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,imine,0.317782,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,ketone,0.204973,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,nitrile,0.396403,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,nitro,0.460602,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,sulfone,0.366716,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,sulfoxide,0.413882,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,thioether,0.587192,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl chloride,thiol,0.494337,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,alkyl iodide,0.742044,1,1
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,amide,0.293887,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,amine,0.414264,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,carboxylic acid,0.309111,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,ester,0.301784,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,ether,0.539743,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,imine,0.321111,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,ketone,0.210618,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,nitrile,0.39878,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,nitro,0.450986,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,sulfone,0.379638,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,sulfoxide,0.416393,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,thioether,0.575978,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl fluoride,thiol,0.457859,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,amide,0.2754,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,amine,0.381078,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,carboxylic acid,0.291942,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,ester,0.274979,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,ether,0.443806,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,imine,0.369826,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,ketone,0.210522,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,nitrile,0.425325,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,nitro,0.483638,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,sulfone,0.357771,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,sulfoxide,0.417323,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,thioether,0.577815,0,0
phenixace-Chem-R-Faithful,functional_group,24,alkyl iodide,thiol,0.498629,0,0
phenixace-Chem-R-Faithful,functional_group,24,amide,amine,0.564356,1,0
phenixace-Chem-R-Faithful,functional_group,24,amide,carboxylic acid,0.71379,0,1
phenixace-Chem-R-Faithful,functional_group,24,amide,ester,0.671975,0,1
phenixace-Chem-R-Faithful,functional_group,24,amide,ether,0.369306,0,0
phenixace-Chem-R-Faithful,functional_group,24,amide,imine,0.58063,1,0
phenixace-Chem-R-Faithful,functional_group,24,amide,ketone,0.659245,0,1
phenixace-Chem-R-Faithful,functional_group,24,amide,nitrile,0.529377,1,0
phenixace-Chem-R-Faithful,functional_group,24,amide,nitro,0.461407,1,0
phenixace-Chem-R-Faithful,functional_group,24,amide,sulfone,0.422137,0,0
phenixace-Chem-R-Faithful,functional_group,24,amide,sulfoxide,0.475073,0,0
phenixace-Chem-R-Faithful,functional_group,24,amide,thioether,0.378033,0,0
phenixace-Chem-R-Faithful,functional_group,24,amide,thiol,0.402387,0,0
phenixace-Chem-R-Faithful,functional_group,24,amine,carboxylic acid,0.368303,0,0
phenixace-Chem-R-Faithful,functional_group,24,amine,ester,0.290238,0,0
phenixace-Chem-R-Faithful,functional_group,24,amine,ether,0.442105,0,0
phenixace-Chem-R-Faithful,functional_group,24,amine,imine,0.540192,1,1
phenixace-Chem-R-Faithful,functional_group,24,amine,ketone,0.377256,0,0
phenixace-Chem-R-Faithful,functional_group,24,amine,nitrile,0.468279,1,1
phenixace-Chem-R-Faithful,functional_group,24,amine,nitro,0.460647,1,1
phenixace-Chem-R-Faithful,functional_group,24,amine,sulfone,0.347398,0,0
phenixace-Chem-R-Faithful,functional_group,24,amine,sulfoxide,0.406444,0,0
phenixace-Chem-R-Faithful,functional_group,24,amine,thioether,0.436586,0,0
phenixace-Chem-R-Faithful,functional_group,24,amine,thiol,0.587553,0,0
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,ester,0.757163,1,1
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,ether,0.335109,1,0
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,imine,0.384613,0,0
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,ketone,0.650007,1,1
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,nitrile,0.45076,0,0
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,nitro,0.433102,0,0
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,sulfone,0.462598,0,0
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,sulfoxide,0.444204,0,0
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,thioether,0.330026,0,0
phenixace-Chem-R-Faithful,functional_group,24,carboxylic acid,thiol,0.41355,0,0
phenixace-Chem-R-Faithful,functional_group,24,ester,ether,0.547969,1,0
phenixace-Chem-R-Faithful,functional_group,24,ester,imine,0.384359,0,0
phenixace-Chem-R-Faithful,functional_group,24,ester,ketone,0.705706,1,1
phenixace-Chem-R-Faithful,functional_group,24,ester,nitrile,0.446513,0,0
phenixace-Chem-R-Faithful,functional_group,24,ester,nitro,0.429239,0,0
phenixace-Chem-R-Faithful,functional_group,24,ester,sulfone,0.518171,0,0
phenixace-Chem-R-Faithful,functional_group,24,ester,sulfoxide,0.513483,0,0
phenixace-Chem-R-Faithful,functional_group,24,ester,thioether,0.414097,0,0
phenixace-Chem-R-Faithful,functional_group,24,ester,thiol,0.315741,0,0
phenixace-Chem-R-Faithful,functional_group,24,ether,imine,0.369626,0,0
phenixace-Chem-R-Faithful,functional_group,24,ether,ketone,0.345075,1,0
phenixace-Chem-R-Faithful,functional_group,24,ether,nitrile,0.374672,0,0
phenixace-Chem-R-Faithful,functional_group,24,ether,nitro,0.468437,0,0
phenixace-Chem-R-Faithful,functional_group,24,ether,sulfone,0.477292,0,0
phenixace-Chem-R-Faithful,functional_group,24,ether,sulfoxide,0.544931,0,0
phenixace-Chem-R-Faithful,functional_group,24,ether,thioether,0.621218,0,1
phenixace-Chem-R-Faithful,functional_group,24,ether,thiol,0.397942,0,1
phenixace-Chem-R-Faithful,functional_group,24,imine,ketone,0.489271,0,0
phenixace-Chem-R-Faithful,functional_group,24,imine,nitrile,0.574754,1,1
phenixace-Chem-R-Faithful,functional_group,24,imine,nitro,0.414818,1,1
phenixace-Chem-R-Faithful,functional_group,24,imine,sulfone,0.330028,0,0
phenixace-Chem-R-Faithful,functional_group,24,imine,sulfoxide,0.477303,0,0
phenixace-Chem-R-Faithful,functional_group,24,imine,thioether,0.399444,0,0
phenixace-Chem-R-Faithful,functional_group,24,imine,thiol,0.386405,0,0
phenixace-Chem-R-Faithful,functional_group,24,ketone,nitrile,0.422785,0,0
phenixace-Chem-R-Faithful,functional_group,24,ketone,nitro,0.386777,0,0
phenixace-Chem-R-Faithful,functional_group,24,ketone,sulfone,0.441472,0,0
phenixace-Chem-R-Faithful,functional_group,24,ketone,sulfoxide,0.529801,0,0
phenixace-Chem-R-Faithful,functional_group,24,ketone,thioether,0.321149,0,0
phenixace-Chem-R-Faithful,functional_group,24,ketone,thiol,0.384312,0,0
phenixace-Chem-R-Faithful,functional_group,24,nitrile,nitro,0.476938,1,1
phenixace-Chem-R-Faithful,functional_group,24,nitrile,sulfone,0.396,0,0
phenixace-Chem-R-Faithful,functional_group,24,nitrile,sulfoxide,0.414344,0,0
phenixace-Chem-R-Faithful,functional_group,24,nitrile,thioether,0.42636,0,0
phenixace-Chem-R-Faithful,functional_group,24,nitrile,thiol,0.403157,0,0
phenixace-Chem-R-Faithful,functional_group,24,nitro,sulfone,0.574813,0,0
phenixace-Chem-R-Faithful,functional_group,24,nitro,sulfoxide,0.536104,0,0
phenixace-Chem-R-Faithful,functional_group,24,nitro,thioether,0.420121,0,0
phenixace-Chem-R-Faithful,functional_group,24,nitro,thiol,0.385808,0,0
phenixace-Chem-R-Faithful,functional_group,24,sulfone,sulfoxide,0.76922,1,1
phenixace-Chem-R-Faithful,functional_group,24,sulfone,thioether,0.57503,1,0
phenixace-Chem-R-Faithful,functional_group,24,sulfone,thiol,0.50411,1,0
phenixace-Chem-R-Faithful,functional_group,24,sulfoxide,thioether,0.705469,1,0
phenixace-Chem-R-Faithful,functional_group,24,sulfoxide,thiol,0.630742,1,0
phenixace-Chem-R-Faithful,functional_group,24,thioether,thiol,0.756208,1,1
phenixace-Chem-R-Faithful,functional_group,31,alcohol,aldehyde,0.483079,1,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,alkyl bromide,0.322984,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,alkyl chloride,0.339083,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,alkyl fluoride,0.330202,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,alkyl iodide,0.26475,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,amide,0.352598,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,amine,0.552382,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,carboxylic acid,0.454939,1,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,ester,0.33952,1,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,ether,0.467764,1,1
phenixace-Chem-R-Faithful,functional_group,31,alcohol,imine,0.271934,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,ketone,0.32538,1,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,nitrile,0.285524,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,nitro,0.364905,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,sulfone,0.330508,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,sulfoxide,0.405966,0,0
phenixace-Chem-R-Faithful,functional_group,31,alcohol,thioether,0.267634,0,1
phenixace-Chem-R-Faithful,functional_group,31,alcohol,thiol,0.479721,0,1
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,alkyl bromide,0.335015,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,alkyl chloride,0.307843,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,alkyl fluoride,0.29905,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,alkyl iodide,0.292716,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,amide,0.586054,0,1
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,amine,0.45177,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,carboxylic acid,0.596544,1,1
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,ester,0.480958,1,1
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,ether,0.38033,1,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,imine,0.484555,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,ketone,0.528348,1,1
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,nitrile,0.413865,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,nitro,0.387152,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,sulfone,0.342762,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,sulfoxide,0.413519,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,thioether,0.301026,0,0
phenixace-Chem-R-Faithful,functional_group,31,aldehyde,thiol,0.364098,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,alkyl chloride,0.710518,1,1
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,alkyl fluoride,0.62117,1,1
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,alkyl iodide,0.659186,1,1
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,amide,0.327947,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,amine,0.393066,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,carboxylic acid,0.281108,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,ester,0.349288,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,ether,0.455574,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,imine,0.323937,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,ketone,0.294109,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,nitrile,0.444534,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,nitro,0.440603,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,sulfone,0.337163,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,sulfoxide,0.335377,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,thioether,0.501632,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl bromide,thiol,0.440002,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,alkyl fluoride,0.65989,1,1
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,alkyl iodide,0.645287,1,1
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,amide,0.298753,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,amine,0.40346,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,carboxylic acid,0.280295,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,ester,0.306662,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,ether,0.438054,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,imine,0.310261,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,ketone,0.261763,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,nitrile,0.422921,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,nitro,0.405869,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,sulfone,0.305833,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,sulfoxide,0.313207,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,thioether,0.485051,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl chloride,thiol,0.428339,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,alkyl iodide,0.604477,1,1
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,amide,0.304648,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,amine,0.398455,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,carboxylic acid,0.286427,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,ester,0.293118,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,ether,0.465581,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,imine,0.295748,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,ketone,0.244521,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,nitrile,0.405441,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,nitro,0.377334,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,sulfone,0.294877,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,sulfoxide,0.303993,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,thioether,0.451388,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl fluoride,thiol,0.385966,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,amide,0.294914,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,amine,0.365546,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,carboxylic acid,0.22545,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,ester,0.270473,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,ether,0.387003,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,imine,0.3879,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,ketone,0.232429,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,nitrile,0.397286,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,nitro,0.385929,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,sulfone,0.27237,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,sulfoxide,0.305923,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,thioether,0.448863,0,0
phenixace-Chem-R-Faithful,functional_group,31,alkyl iodide,thiol,0.389194,0,0
phenixace-Chem-R-Faithful,functional_group,31,amide,amine,0.568159,1,0
phenixace-Chem-R-Faithful,functional_group,31,amide,carboxylic acid,0.610355,0,1
phenixace-Chem-R-Faithful,functional_group,31,amide,ester,0.58398,0,1
phenixace-Chem-R-Faithful,functional_group,31,amide,ether,0.378972,0,0
phenixace-Chem-R-Faithful,functional_group,31,amide,imine,0.512601,1,0
phenixace-Chem-R-Faithful,functional_group,31,amide,ketone,0.578641,0,1
phenixace-Chem-R-Faithful,functional_group,31,amide,nitrile,0.493099,1,0
phenixace-Chem-R-Faithful,functional_group,31,amide,nitro,0.432493,1,0
phenixace-Chem-R-Faithful,functional_group,31,amide,sulfone,0.336166,0,0
phenixace-Chem-R-Faithful,functional_group,31,amide,sulfoxide,0.37888,0,0
phenixace-Chem-R-Faithful,functional_group,31,amide,thioether,0.340263,0,0
phenixace-Chem-R-Faithful,functional_group,31,amide,thiol,0.363375,0,0
phenixace-Chem-R-Faithful,functional_group,31,amine,carboxylic acid,0.358156,0,0
phenixace-Chem-R-Faithful,functional_group,31,amine,ester,0.354075,0,0
phenixace-Chem-R-Faithful,functional_group,31,amine,ether,0.453555,0,0
phenixace-Chem-R-Faithful,functional_group,31,amine,imine,0.497652,1,1
phenixace-Chem-R-Faithful,functional_group,31,amine,ketone,0.390393,0,0
phenixace-Chem-R-Faithful,functional_group,31,amine,nitrile,0.474938,1,1
phenixace-Chem-R-Faithful,functional_group,31,amine,nitro,0.476172,1,1
phenixace-Chem-R-Faithful,functional_group,31,amine,sulfone,0.356523,0,0
phenixace-Chem-R-Faithful,functional_group,31,amine,sulfoxide,0.359895,0,0
phenixace-Chem-R-Faithful,functional_group,31,amine,thioether,0.387773,0,0
phenixace-Chem-R-Faithful,functional_group,31,amine,thiol,0.509209,0,0
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,ester,0.618436,1,1
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,ether,0.301059,1,0
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,imine,0.311724,0,0
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,ketone,0.550644,1,1
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,nitrile,0.339031,0,0
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,nitro,0.324729,0,0
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,sulfone,0.36329,0,0
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,sulfoxide,0.379339,0,0
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,thioether,0.264861,0,0
phenixace-Chem-R-Faithful,functional_group,31,carboxylic acid,thiol,0.362532,0,0
phenixace-Chem-R-Faithful,functional_group,31,ester,ether,0.523289,1,0
phenixace-Chem-R-Faithful,functional_group,31,ester,imine,0.386809,0,0
phenixace-Chem-R-Faithful,functional_group,31,ester,ketone,0.628188,1,1
phenixace-Chem-R-Faithful,functional_group,31,ester,nitrile,0.423292,0,0
phenixace-Chem-R-Faithful,functional_group,31,ester,nitro,0.412658,0,0
phenixace-Chem-R-Faithful,functional_group,31,ester,sulfone,0.392619,0,0
phenixace-Chem-R-Faithful,functional_group,31,ester,sulfoxide,0.402906,0,0
phenixace-Chem-R-Faithful,functional_group,31,ester,thioether,0.408105,0,0
phenixace-Chem-R-Faithful,functional_group,31,ester,thiol,0.308176,0,0
phenixace-Chem-R-Faithful,functional_group,31,ether,imine,0.393916,0,0
phenixace-Chem-R-Faithful,functional_group,31,ether,ketone,0.369059,1,0
phenixace-Chem-R-Faithful,functional_group,31,ether,nitrile,0.394557,0,0
phenixace-Chem-R-Faithful,functional_group,31,ether,nitro,0.424462,0,0
phenixace-Chem-R-Faithful,functional_group,31,ether,sulfone,0.379349,0,0
phenixace-Chem-R-Faithful,functional_group,31,ether,sulfoxide,0.445747,0,0
phenixace-Chem-R-Faithful,functional_group,31,ether,thioether,0.505186,0,1
phenixace-Chem-R-Faithful,functional_group,31,ether,thiol,0.344253,0,1
phenixace-Chem-R-Faithful,functional_group,31,imine,ketone,0.440925,0,0
phenixace-Chem-R-Faithful,functional_group,31,imine,nitrile,0.499145,1,1
phenixace-Chem-R-Faithful,functional_group,31,imine,nitro,0.40578,1,1
phenixace-Chem-R-Faithful,functional_group,31,imine,sulfone,0.31054,0,0
phenixace-Chem-R-Faithful,functional_group,31,imine,sulfoxide,0.39405,0,0
phenixace-Chem-R-Faithful,functional_group,31,imine,thioether,0.331411,0,0
phenixace-Chem-R-Faithful,functional_group,31,imine,thiol,0.304385,0,0
phenixace-Chem-R-Faithful,functional_group,31,ketone,nitrile,0.408548,0,0
phenixace-Chem-R-Faithful,functional_group,31,ketone,nitro,0.36764,0,0
phenixace-Chem-R-Faithful,functional_group,31,ketone,sulfone,0.391988,0,0
phenixace-Chem-R-Faithful,functional_group,31,ketone,sulfoxide,0.444436,0,0
phenixace-Chem-R-Faithful,functional_group,31,ketone,thioether,0.337305,0,0
phenixace-Chem-R-Faithful,functional_group,31,ketone,thiol,0.359415,0,0
phenixace-Chem-R-Faithful,functional_group,31,nitrile,nitro,0.521122,1,1
phenixace-Chem-R-Faithful,functional_group,31,nitrile,sulfone,0.333965,0,0
phenixace-Chem-R-Faithful,functional_group,31,nitrile,sulfoxide,0.311233,0,0
phenixace-Chem-R-Faithful,functional_group,31,nitrile,thioether,0.383218,0,0
phenixace-Chem-R-Faithful,functional_group,31,nitrile,thiol,0.357579,0,0
phenixace-Chem-R-Faithful,functional_group,31,nitro,sulfone,0.40175,0,0
phenixace-Chem-R-Faithful,functional_group,31,nitro,sulfoxide,0.378953,0,0
phenixace-Chem-R-Faithful,functional_group,31,nitro,thioether,0.362187,0,0
phenixace-Chem-R-Faithful,functional_group,31,nitro,thiol,0.321102,0,0
phenixace-Chem-R-Faithful,functional_group,31,sulfone,sulfoxide,0.741896,1,1
phenixace-Chem-R-Faithful,functional_group,31,sulfone,thioether,0.498172,1,0
phenixace-Chem-R-Faithful,functional_group,31,sulfone,thiol,0.490605,1,0
phenixace-Chem-R-Faithful,functional_group,31,sulfoxide,thioether,0.544117,1,0
phenixace-Chem-R-Faithful,functional_group,31,sulfoxide,thiol,0.54705,1,0
phenixace-Chem-R-Faithful,functional_group,31,thioether,thiol,0.663988,1,1
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,aldehyde,0.372267,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,alkyl bromide,0.583367,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,alkyl chloride,0.594214,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,alkyl fluoride,0.778771,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,alkyl iodide,0.555083,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,amide,0.395227,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,amine,0.951021,0,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,carboxylic acid,0.449299,1,0
deepseek-ai-DeepSeek-R1-Distill-Llama-8B,functional_group,0,alcohol,ester,0.524163,1,0
